"domain","site","source_file"
"poet.wd1.myworkdayjobs.com","POET","workday_commoncrawl_valid_latest.csv"
"polarsemi.wd501.myworkdayjobs.com","Polar","workday_commoncrawl_valid_top100_latest.csv"
"priceline.wd1.myworkdayjobs.com","Priceline","workday_commoncrawl_valid_latest.csv"
"primetherapeutics.wd1.myworkdayjobs.com","PrimeTherapeuticsCareers","workday_commoncrawl_valid_latest.csv"
"pursuitcollection.wd501.myworkdayjobs.com","pursuit","workday_commoncrawl_valid_top100_latest.csv"
"rayonier.wd501.myworkdayjobs.com","Rayonier_Careers","workday_commoncrawl_valid_top100_latest.csv"
"rwlasvegas.wd501.myworkdayjobs.com","RWLV_External_Careers","workday_commoncrawl_valid_top100_latest.csv"
"sellagroup.wd3.myworkdayjobs.com","ID01","workday_commoncrawl_valid_top100_latest.csv"
"simcorp.wd3.myworkdayjobs.com","SimCorp_Jobs","workday_commoncrawl_valid_top100_latest.csv"
"sky.wd3.myworkdayjobs.com","sky_careers","workday_commoncrawl_valid_top100_latest.csv"
"sok.wd502.myworkdayjobs.com","S-ryhman-avoimet-tyopaikat","workday_commoncrawl_valid_top100_latest.csv"
"soti.wd3.myworkdayjobs.com","Careers","workday_commoncrawl_valid_top100_latest.csv"
"springernature.wd3.myworkdayjobs.com","SpringerNatureCareers","workday_commoncrawl_valid_top100_latest.csv"
"stellamccartney.wd3.myworkdayjobs.com","SMCExternal","workday_commoncrawl_valid_top100_latest.csv"
"storaenso.wd502.myworkdayjobs.com","Stora_Enso_site_opportunities","workday_commoncrawl_valid_top100_latest.csv"
"storebrand.wd3.myworkdayjobs.com","SPP_Careers","workday_commoncrawl_valid_sliced_100_latest.csv"
"svha.wd3.myworkdayjobs.com","SVHA_SVHA","workday_commoncrawl_valid_top100_latest.csv"
"swarovski.wd3.myworkdayjobs.com","swarovski","workday_commoncrawl_valid_top100_latest.csv"
"swisslife.wd3.myworkdayjobs.com","livit-ag-career-stellenboerse","workday_commoncrawl_valid_top100_latest.csv"
"swisslife.wd3.myworkdayjobs.com","Swiss_Life_Deutschland_Stellenangebote","workday_commoncrawl_valid_top100_latest.csv"
"swisslife.wd3.myworkdayjobs.com","Swiss_Life_Division_France_Career_Site","workday_commoncrawl_valid_top100_latest.csv"
"swisslife.wd3.myworkdayjobs.com","Swiss_Life_International_Division_Career_Site","workday_commoncrawl_valid_top100_latest.csv"
"synthomer.wd3.myworkdayjobs.com","synthomercareers","workday_commoncrawl_valid_top100_latest.csv"
"theapexgroup.wd3.myworkdayjobs.com","apexgroupcareers","workday_commoncrawl_valid_top100_latest.csv"
"tieto.wd3.myworkdayjobs.com","Tieto_Careers_External_Site","workday_commoncrawl_valid_top100_latest.csv"
"tmx.wd3.myworkdayjobs.com","TMX_Careers","workday_commoncrawl_valid_top100_latest.csv"
"tomtailorgroup.wd502.myworkdayjobs.com","TomTailor","workday_commoncrawl_valid_top100_latest.csv"
"ttiemea.wd3.myworkdayjobs.com","TTI","workday_commoncrawl_valid_top100_latest.csv"
"ukgrantt.wd3.myworkdayjobs.com","CareersGrantThornton","workday_commoncrawl_valid_top100_latest.csv"
"unhcr.wd3.myworkdayjobs.com","External","workday_commoncrawl_valid_top100_latest.csv"
"unhcr.wd3.myworkdayjobs.com","FormerStaff","workday_commoncrawl_valid_top100_latest.csv"
"willamette.wd501.myworkdayjobs.com","WillametteUniversityJobs","workday_commoncrawl_valid_top100_latest.csv"
"wri.wd501.myworkdayjobs.com","WRI","workday_commoncrawl_valid_sliced_latest.csv"
"wri.wd501.myworkdayjobs.com","WRI_India","workday_commoncrawl_valid_sliced_latest.csv"
"yle.wd502.myworkdayjobs.com","External","workday_commoncrawl_valid_top100_latest.csv"
"zebra.wd501.myworkdayjobs.com","Zebra_careers","workday_commoncrawl_valid_top100_latest.csv"
"zeppelin.wd3.myworkdayjobs.com","careers","workday_commoncrawl_valid_top100_latest.csv"
"zuehlke.wd3.myworkdayjobs.com","Zuhlke-Careers","workday_commoncrawl_valid_top100_latest.csv"
